incident_id,date,location,category,sub_category,target_community,description,article_url,year,orig_sheet_name,orig_row_num
299,2019-02-07,Ottawa,Investigation,hate speech,anti-black,"Groups allege black visitors to Parliament Hill were called 'dark-skinned,' asked to leave cafeteria",https://www.cbc.ca/news/politics/parliament-hill-racist-allegations-1.5010748,2019.0,2019 collection,36
300,2019-02-13,Manitoba,C,hate speech,anti-indigenous,Mediation Circle Recommends Indigenous Community Service For Racist Facebook Post,https://www.huffingtonpost.ca/2019/02/13/mediation-circle-recommends-indigenous-community-service-for-racist-facebook-post_a_23669149/,2019.0,2019 collection,37
301,2019-03-01,Quebec,NC,hate speech,anti-indigenous,Reaction To Racist Wilson-Raybould Caricature,https://www.huffingtonpost.ca/2019/03/01/yannick-lemay-jody-wilson-raybould_a_23681852/,2019.0,2019 collection,38
302,2019-03-05,Waterloo,Investigation,hate speech,anti-black,High school fight involving N-word and administrator's response under review,https://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-oxford-n-word-fight-investigation-1.5043690,2019.0,2019 collection,39
303,2019-03-06,Winnipeg,NC,hate speech,anti-semitism,Taxi company takes actions to make amends after driver's anti-Semitic,https://winnipeg.ctvnews.ca/taxi-company-takes-actions-to-make-amends-after-driver-s-anti-semitic-racist-comments-1.4324835,2019.0,2019 collection,40
304,2019-03-07,Vancouver,NC,hate speech,anti-immigration,Vancouver councillor exposes racist email,https://www.citynews1130.com/2019/03/07/vancouver-councillor-racism-email/,2019.0,2019 collection,41
305,2019-03-08,Saint John,NC,hate speech,anti-indigenous,Book with racist passage at Rexton school prompts apology from education minister,https://www.cbc.ca/news/canada/new-brunswick/racist-book-school-scalping-1.5009411,2019.0,2019 collection,42
306,2019-03-08,Halifax,NC,racial profiling,anti-black,Halifax group takes ‘united stand against racism’ following incident on Parliament Hill,https://globalnews.ca/news/4942344/united-stand-against-racism-halifax/,2019.0,2019 collection,43
307,2019-03-12,Nova Scotia,Settlement,HR complaint,anti-black,N.S. man settles racial discrimination complaint after alleged nail-gun shooting,https://o.canada.com/pmn/news-pmn/canada-news-pmn/n-s-man-settles-racial-discrimination-complaint-after-alleged-nail-gun-shooting/wcm/ccdbfaf2-8881-4025-80ee-4e5d3912dbde,2019.0,2019 collection,44
308,2019-03-14,Toronto,Lawsuit,HR complaint,anti-black,Two provincial employees sue for $26M alleging 'anti-black' racism,https://www.cbc.ca/news/canada/toronto/two-provincial-employees-sue-province-over-alleged-systemic-racism-1.5057362,2019.0,2019 collection,45
309,2019-03-14,Ottawa,NC,political,anti-muslim,Scheer accused of racism for leaving out 'muslim' in his statement following the New Zealand massacre,https://www.thepostmillennial.com/the-media-needs-to-settle-down-scheers-statement-was-not-a-dog-whistle/,2019.0,2019 collection,46
310,2019-03-14,Ottawa,Investigation,hate speech,anti-muslim,Broadcasting group calls for RCMP probe of Facebook and YouTube for airing murderous attacks in Christchurch,https://www.straight.com/news/1215146/broadcasting-group-calls-rcmp-probe-facebook-and-youtube-airing-murderous-attacks,2019.0,2019 collection,47
311,2019-03-14,"Vancouver , Edmonton , Lethbridge",NC,protest,anti-racism,New Zealand mass shooting fires up anti-racism protests across Canada,https://www.straight.com/news/1215686/new-zealand-mass-shooting-fires-anti-racism-protests-vancouver-and-across-canada,2019.0,2019 collection,48
312,2019-03-15,Fort McMurray,NC,hate speech,anti-indigenous,Fort McMurray hockey team forfeits season after backlash over 'disrespectful' video,https://www.cbc.ca/news/canada/edmonton/fort-mcmurray-hockey-team-forfeits-1.5020317,2019.0,2019 collection,49
313,2019-03-15,Ottawa,NC,hate speech ; political,anti-indigenous ; sexist,"Justin Trudeau condemns ‘sexist, racist’ comments about Jody Wilson-Raybould’s character",https://globalnews.ca/news/4965204/trudeau-condemns-sexist-racist-comments-jody-wilson-raybould/,2019.0,2019 collection,50
314,2019-03-15,Quebec,NC,policy,anti-indigenous ; sexist,Quebec women's group petitions Canada to end residual sex-based discrimination in the Indian Act,https://www.cbc.ca/news/indigenous/quebec-women-petition-indian-act-discrimination-1.5021627,2019.0,2019 collection,51
315,2019-03-15,Toronto,Investigation,hate speech,anti-semitism,Toronto police probe anti-Semitic graffiti found on west-end high school,https://www.cbc.ca/news/canada/toronto/anti-semitic-graffiti-western-technical-school-1.5057758,2019.0,2019 collection,52
316,2019-03-15,Mississauga,NC,political,other,Provincial funding cut puts an end to school programming that combats racism,https://www.cbc.ca/news/canada/toronto/it-s-a-tragedy-provincial-funding-cut-puts-an-end-to-school-programming-that-combats-racism-1.5055731,2019.0,2019 collection,53
317,2019-03-15,Ottawa,NC,other,anti-racism,"Police step up patrols at Ottawa mosques, chief sends open letter to faith leaders after Christchurch attacks",https://ottawacitizen.com/news/local-news/police-step-up-patrols-at-ottawa-mosques-after-christchurch-attacks,2019.0,2019 collection,54
318,2019-03-16,BC,NC,other,anti-racism,Mosques open across B.C.,https://www.cbc.ca/news/canada/british-columbia/bc-first-province-wide-open-mosque-day-1.5022142,2019.0,2019 collection,55
319,2019-03-16,Kingston,NC,protest,anti-muslim ; anti-immigration,"Yellow Vests, protesters face off in Kingston",https://www.thewhig.com/news/local-news/yellow-vests-protestors-face-off-in-kingston,2019.0,2019 collection,56
320,2019-03-18,Newfoundland and Labrador,,hate speech,anti-muslim,"Hateful, racist personal attacks",https://www.cbc.ca/news/canada/newfoundland-labrador/hasan-hai-racist-facebook-comments-1.5023426,2019.0,2019 collection,57
321,2019-03-18,Red Deer to Ottawa,NC,protest,anti-muslim ; anti-immigration,Pro-pipeline protest convoy approaches Ottawa after rolling across country,https://www.cbc.ca/news/politics/truck-convoy-red-deer-ottawa-arnprior-1.5023646,2019.0,2019 collection,58
322,2019-03-18,Hamilton,Investigation,hate speech,white supremacists,Hamilton police investigating after white nationalist posts suspected mosque shooter manifesto,https://www.cbc.ca/news/canada/hamilton/paul-fromm-1.5061974,2019.0,2019 collection,59
323,2019-03-18,Calgary,other,political,white supremacists,Jason Kenney’s UCP argued white supremacist terrorists face a double-standard compared to Islamic terrorists,https://pressprogress.ca/ucp-candidate-complained-white-supremacist-terrorists-are-treated-unfairly-leaked-messages-show/,2019.0,2019 collection,60
324,2019-03-18,Regina,NC,protest,anti-immigration,Cabinet minister questions Sask. Priemier and party for attending yellow vest protests,https://www.cbc.ca/news/canada/saskatchewan/arrest-history-moe-meili-1.5061894,2019.0,2019 collection,61
325,2019-03-18,Calgary,NC,political,other,"Nenshi offers personal, angry response to mosque attack",https://calgaryherald.com/news/local-news/nenshi-offers-personal-angry-response-to-mosque-attack,2019.0,2019 collection,62
326,2019-03-18,Onion Lake,Human Rights,HR complaint,anti-indigenous,FNs urge action with the United Nations Committee on the Elimination of Racial Discrimination,https://www.newswire.ca/news-releases/chiefs-will-not-endorse-legislation-of-our-sacred-languages-832900866.html,2019.0,2019 collection,63
327,2019-03-19,Waterloo,Investigation,hate speech,not specified,Two Waterloo region students told to stay home while police investigate racist social media posts,https://www.cbc.ca/news/canada/kitchener-waterloo/racist-social-posts-waterloo-region-district-school-board-1.5024676,2019.0,2019 collection,64
328,2019-03-19,Edmonton,NC,other,anti-racism,Alberta Muslim Public Affairs Council calls for crackdown on Canadian alt-right groups,https://edmontonjournal.com/news/local-news/alberta-muslim-public-affairs-council-calls-for-crackdown-on-canadian-alt-right-groups,2019.0,2019 collection,65
329,2019-03-19,Peterborough,NC,protest,anti-indigenous ; sexist,Lynn Gehl launches weekly protests at Monsef’s office over gender discrimination in the Indian Act,https://www.thepeterboroughexaminer.com/news-story/9230359-lynn-gehl-launches-weekly-protests-at-monsef-s-office-over-gender-discrimination-in-the-indian-act/,2019.0,2019 collection,66
330,2019-03-19,Ottawa,Investigation,political,anti-indigenous,"Sen. Lynn Beyak broke Senate’s code of conduct by posting racist letters about Indigenous people online, ethics officer says",https://www.theglobeandmail.com/canada/article-sen-lynn-beyak-broke-senates-code-of-conduct-by-posting-racist/,2019.0,2019 collection,67
331,2019-03-20,Burnaby,NC,hate speech,anti-immigration,"Burnaby South candidates called 'racist,' 'liar,' 'stupid' and more at raucous debate",https://www.burnabynow.com/news/burnaby-south-candidates-called-racist-liar-stupid-and-more-at-raucous-debate-1.23639937,2019.0,2019 collection,68
332,2019-03-20,Ottawa,NC,other,anti-muslim ; anti-immigration,Andrew Scheer Criticized For Support of United We Roll Convoy,https://www.vice.com/en_ca/article/a3bjb4/andrew-scheer-criticized-for-support-of-united-we-roll-convoy,2019.0,2019 collection,69
333,2019-03-20,Peterborough,Investigation,Terror,anti-muslim,Canadian neo-Nazis under investigation for posting call for violence after Christchurch terror attack,https://www.thepeterboroughexaminer.com/news-story/9229793-peterborough-white-nationalist-kevin-goudreau-denies-posting-call-for-violence-in-wake-of-new-zealand-shooting/,2019.0,2019 collection,70
334,2019-03-20,Toronto,NC,other,anti-muslim,Student wearing a MAGA cap at a vigil for New Zealand mosque massacre victims in Canada has it ripped from his head by woman in a hijab as angry crowd chants 'get out',https://www.dailymail.co.uk/news/article-6830831/Student-wearing-MAGA-cap-New-Zealand-massacre-vigil-Canada-ripped-head.html,2019.0,2019 collection,71
335,2019-03-20,Edmonton,NC,other,white supremacists,Alberta Muslim Council Urges Three Percenters Militia To Be Placed On Terror List,https://www.vice.com/en_ca/article/eve9jj/alberta-muslim-council-urges-three-percenters-militia-to-be-placed-on-terror-list,2019.0,2019 collection,72
336,2019-03-21,Ottawa,NC,hate speech,white supremacists,Canadian Labour Congress and Muslim group accuse Scheer of emboldening far-right actors,https://www.theglobeandmail.com/politics/article-canadian-labour-congress-and-muslim-group-accuse-scheer-of-emboldening/,2019.0,2019 collection,73
337,2019-03-21,Toronto,C - not charged,protest,anti-racism,Scuffle disrupts anti-racism rally in Toronto,https://www.680news.com/video/2019/03/21/scuffle-disrupts-anti-racism-rally-in-toronto/,2019.0,2019 collection,74
338,2019-03-21,Calgary,C,vandalism,anti-asian,It's shocking': Alberta politician's campaign sign defaced with racist graffiti,https://www.ctvnews.ca/canada/it-s-shocking-alberta-politician-s-campaign-sign-defaced-with-racist-graffiti-1.4346956,2019.0,2019 collection,75
339,2019-03-21,Mount Polley,NC,political,anti-indigenous ; environmental racism,"B.C., feds accused of ‘environmental racism’ over Site C, Mount Polley",https://www.coastmountainnews.com/news/b-c-feds-accused-of-environmental-racism-over-site-c-mount-polley/,2019.0,2019 collection,76
340,2019-03-21,Halifax,NC,protest,anti-racism,"Halifax rally targets anti-immigration policies, rhetoric",https://www.thechronicleherald.ca/news/local/halifax-rally-targets-anti-immigration-policies-rhetoric-294085/,2019.0,2019 collection,77
341,2019-03-21,Montreal,C,vandalism,anti-racism,Sir John A. Macdonald statue vandalized again in downtown Montreal,https://www.thestar.com/news/canada/2019/03/21/sir-john-a-macdonald-statue-vandalized-again-in-downtown-montreal.html,2019.0,2019 collection,78
342,2019-03-23,Mississauga,NC,other,anti-muslim,Government of Canada helps fund Muslim mosque security system,https://markets.businessinsider.com/news/stocks/government-of-canada-helps-muslim-neighbour-nexus-protect-against-hate-motivated-crimes-1027977015,2019.0,2019 collection,79
343,2019-03-23,Quebec City,NC,protest,anti-racism,"People rally against racism in Quebec City, express support for New Zealand",https://www.cbc.ca/news/canada/montreal/people-rally-against-racism-in-quebec-city-1.5069248,2019.0,2019 collection,80
344,2019-03-24,Ottawa,NC,racial training,anti-racism,Parliamentary Protective Service commits to anti-racism training,https://www.cbc.ca/news/canada/nova-scotia/racial-profiling-parliament-hill-anti-racism-training-security-1.5030583,2019.0,2019 collection,81
345,2019-03-24,Anjou,NC,hate speech,anti-muslim,"I'm not racist, I'm just realistic': Anjou councillor reproached for post about Muslim doctor",https://montreal.ctvnews.ca/i-m-not-racist-i-m-just-realistic-anjou-councillor-reproached-for-post-about-muslim-doctor-1.4349663,2019.0,2019 collection,82
346,2019-03-24,Montreal,NC,protest,anti-racism,Montrealers take to the streets for anti-racism demonstration,https://www.cbc.ca/news/canada/montreal/montrealers-take-to-the-streets-for-anti-racism-demonstration-1.5069234,2019.0,2019 collection,83
347,2019-03-24,Iqaluit,Human Rights,HR complaint,anti-indigenous,Inuit class-action lawsuit to allege racism in Canada's health-care system,https://www.cbc.ca/news/canada/north/cooper-regel-potential-lawsuit-1.5071083,2019.0,2019 collection,84
348,2019-03-26,Saint-Jérôme,Investigation,hate speech,anti-black,Quebec hockey player and his family taunted by racist fans,https://www.cbc.ca/news/canada/montreal/quebec-hockey-player-and-his-family-taunted-by-racist-fans-1.5034645,2019.0,2019 collection,85
349,2019-03-26,Surrey,NC,other,anti-black,shop owners to keep selling controversial ‘Golliwog’ dolls (black face dolls),https://www.surreynowleader.com/news/b-c-shop-owners-to-keep-selling-controversial-golliwog-dolls/,2019.0,2019 collection,86
350,2019-03-26,Levis,Investigation,hate speech,anti-muslim,Lévis police investigating after mosque receives 'troubling' letter,https://www.cbc.ca/news/canada/montreal/levis-mosque-threat-letter-reporting-hate-crime-1.5071873,2019.0,2019 collection,87
351,2019-03-26,Montreal,Investigation,public hearing,anti-black,Independent probe sought in heavy-handed intervention by Montreal subway inspectors,https://o.canada.com/pmn/news-pmn/canada-news-pmn/independent-probe-sought-in-heavy-handed-ticketing-attempt-by-montreal-subway-inspectors/wcm/70c48b66-83df-4222-b1f0-2dfec796d116,2019.0,2019 collection,88
