type,name,population_centre_size_group,population_centre_type,province,prov_code,location_label,geocode_query,population_2016
Population centre,Bowmanville,"Medium population centre (30,000 to 99,999)",Secondary core,Ontario,ON,"Bowmanville, ON","Bowmanville, ON, Canada",39371
Population centre,Bracebridge,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Bracebridge, ON","Bracebridge, ON, Canada",9232
Population centre,Bradford,"Small population centre (1,000 to 29,999)",Secondary core,Ontario,ON,"Bradford, ON","Bradford, ON, Canada",29862
Population centre,Brantford,"Medium population centre (30,000 to 99,999)",Core,Ontario,ON,"Brantford, ON","Brantford, ON, Canada",98179
Population centre,Bridgenorth - Chemong Park Area,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Bridgenorth - Chemong Park Area, ON","Bridgenorth - Chemong Park Area, ON, Canada",2945
Population centre,Brighton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Brighton, ON","Brighton, ON, Canada",5861
Population centre,Brockville,"Small population centre (1,000 to 29,999)",Core,Ontario,ON,"Brockville, ON","Brockville, ON, Canada",21854
Population centre,Brussels,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Brussels, ON","Brussels, ON, Canada",1158
Population centre,Caledon,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Caledon, ON","Caledon, ON, Canada",1482
Population centre,Caledon East,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Caledon East, ON","Caledon East, ON, Canada",4282
Population centre,Caledonia,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Caledonia, ON","Caledonia, ON, Canada",9674
Population centre,Campbellford,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Campbellford, ON","Campbellford, ON, Canada",3473
Population centre,Cannington,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Cannington, ON","Cannington, ON, Canada",1845
Population centre,Capreol,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Capreol, ON","Capreol, ON, Canada",2815
Population centre,Cardinal,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Cardinal, ON","Cardinal, ON, Canada",1717
Population centre,Carleton Place,"Small population centre (1,000 to 29,999)",Core,Ontario,ON,"Carleton Place, ON","Carleton Place, ON, Canada",11936
Population centre,Carlisle,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Carlisle, ON","Carlisle, ON, Canada",1869
Population centre,Casselman,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Casselman, ON","Casselman, ON, Canada",3563
Population centre,Cayuga,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Cayuga, ON","Cayuga, ON, Canada",1713
Population centre,Chalk River,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Chalk River, ON","Chalk River, ON, Canada",1029
Population centre,Chapleau,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Chapleau, ON","Chapleau, ON, Canada",1170
Population centre,Chatham,"Medium population centre (30,000 to 99,999)",Core,Ontario,ON,"Chatham, ON","Chatham, ON, Canada",43550
Population centre,Chelmsford,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Chelmsford, ON","Chelmsford, ON, Canada",6215
Population centre,Chesley,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Chesley, ON","Chesley, ON, Canada",1843
Population centre,Chesterville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Chesterville, ON","Chesterville, ON, Canada",1677
Population centre,Chippawa,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Chippawa, ON","Chippawa, ON, Canada",5620
Population centre,Claremont,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Claremont, ON","Claremont, ON, Canada",1202
Population centre,Clinton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Clinton, ON","Clinton, ON, Canada",3049
Population centre,Cobalt,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Cobalt, ON","Cobalt, ON, Canada",1118
Population centre,Cobourg,"Small population centre (1,000 to 29,999)",Core,Ontario,ON,"Cobourg, ON","Cobourg, ON, Canada",19031
Population centre,Cochrane,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Cochrane, ON","Cochrane, ON, Canada",3648
Population centre,Colborne,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Colborne, ON","Colborne, ON, Canada",1577
Population centre,Colchester,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Colchester, ON","Colchester, ON, Canada",2229
Population centre,Collingwood,"Small population centre (1,000 to 29,999)",Core,Ontario,ON,"Collingwood, ON","Collingwood, ON, Canada",20102
Population centre,Coniston,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Coniston, ON","Coniston, ON, Canada",1814
Population centre,Constance Bay,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Constance Bay, ON","Constance Bay, ON, Canada",2314
Population centre,Cookstown,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Cookstown, ON","Cookstown, ON, Canada",1214
Population centre,Cornwall,"Medium population centre (30,000 to 99,999)",Core,Ontario,ON,"Cornwall, ON","Cornwall, ON, Canada",45723
Population centre,Corunna,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Corunna, ON","Corunna, ON, Canada",5686
Population centre,Creemore,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Creemore, ON","Creemore, ON, Canada",1170
Population centre,Crystal Beach,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Crystal Beach, ON","Crystal Beach, ON, Canada",8524
Population centre,Deep River,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Deep River, ON","Deep River, ON, Canada",3658
Population centre,Delhi,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Delhi, ON","Delhi, ON, Canada",4240
Population centre,Deseronto,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Deseronto, ON","Deseronto, ON, Canada",1645
Population centre,Dorchester,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Dorchester, ON","Dorchester, ON, Canada",3911
Population centre,Dowling,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Dowling, ON","Dowling, ON, Canada",1466
Population centre,Drayton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Drayton, ON","Drayton, ON, Canada",2111
Population centre,Dresden,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Dresden, ON","Dresden, ON, Canada",2451
Population centre,Dryden,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Dryden, ON","Dryden, ON, Canada",5586
Population centre,Dundalk,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Dundalk, ON","Dundalk, ON, Canada",2046
Population centre,Dunnville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Dunnville, ON","Dunnville, ON, Canada",5759
Population centre,Durham,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Durham, ON","Durham, ON, Canada",2609
Population centre,Dutton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Dutton, ON","Dutton, ON, Canada",1368
Population centre,Eganville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Eganville, ON","Eganville, ON, Canada",1022
Population centre,Elliot Lake,"Small population centre (1,000 to 29,999)",Core,Ontario,ON,"Elliot Lake, ON","Elliot Lake, ON, Canada",10498
Population centre,Elmira,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Elmira, ON","Elmira, ON, Canada",10161
Population centre,Elmvale,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Elmvale, ON","Elmvale, ON, Canada",2314
Population centre,Embrun,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Embrun, ON","Embrun, ON, Canada",6918
Population centre,Englehart,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Englehart, ON","Englehart, ON, Canada",1418
Population centre,Erin,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Erin, ON","Erin, ON, Canada",2647
Population centre,Espanola,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Espanola, ON","Espanola, ON, Canada",3693
Population centre,Essex,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Essex, ON","Essex, ON, Canada",7446
Population centre,Everett,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Everett, ON","Everett, ON, Canada",1670
Population centre,Exeter,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Exeter, ON","Exeter, ON, Canada",4649
Population centre,Factory Island,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Factory Island, ON","Factory Island, ON, Canada",1807
Population centre,Fenelon Falls,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Fenelon Falls, ON","Fenelon Falls, ON, Canada",2464
Population centre,Fergus,"Small population centre (1,000 to 29,999)",Core,Ontario,ON,"Fergus, ON","Fergus, ON, Canada",20767
Population centre,Forest,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Forest, ON","Forest, ON, Canada",2277
Population centre,Fort Erie,"Small population centre (1,000 to 29,999)",Secondary core,Ontario,ON,"Fort Erie, ON","Fort Erie, ON, Canada",14621
Population centre,Fort Frances,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Fort Frances, ON","Fort Frances, ON, Canada",7420
Population centre,Frankford,"Small population centre (1,000 to 29,999)",Fringe,Ontario,ON,"Frankford, ON","Frankford, ON, Canada",2825
Population centre,Gananoque,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Gananoque, ON","Gananoque, ON, Canada",5159
Population centre,Georgetown,"Medium population centre (30,000 to 99,999)",Secondary core,Ontario,ON,"Georgetown, ON","Georgetown, ON, Canada",42123
Population centre,Geraldton,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Geraldton, ON","Geraldton, ON, Canada",1828
Population centre,Glencoe,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Glencoe, ON","Glencoe, ON, Canada",2126
Population centre,Goderich,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Goderich, ON","Goderich, ON, Canada",7536
Population centre,Golden,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Golden, ON","Golden, ON, Canada",1154
Population centre,Grand Bend,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Grand Bend, ON","Grand Bend, ON, Canada",2684
Population centre,Grand Valley,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Grand Valley, ON","Grand Valley, ON, Canada",1643
Population centre,Gravenhurst,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Gravenhurst, ON","Gravenhurst, ON, Canada",5349
Population centre,Guelph,"Large urban population centre (100,000 or more)",Core,Ontario,ON,"Guelph, ON","Guelph, ON, Canada",132397
Population centre,Hagersville,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Hagersville, ON","Hagersville, ON, Canada",2939
Population centre,Haileybury,"Small population centre (1,000 to 29,999)",Population centre outside metropolitan area / census agglomerations,Ontario,ON,"Haileybury, ON","Haileybury, ON, Canada",3266
