Incident ID,Article URL,Incident Description,Incident Date,Province,City or Region,Detailed Location,Incident Category,Gender of Victim(s),Name of Victim(s),Ethnic Community,Black/African/Caribbean,Central Asian,East Asian,Indigenous,Latin American,Middle Eastern,South Asian,Southeast Asian,Identity-Based,Context,Type of Incident,Notes
377,https://www.yahoo.com/lifestyle/old-navy-employee-fired-after-grabbing-black-woman-accusing-her-of-shoplifting-in-viral-video-003324850.html,"Old Navy employee fired after grabbing black woman, accusing her of shoplifting in viral video",2019-04-13,Ontario,Mississauga,,Non-Criminal,"Female, Male",,Black/African/Caribbean,,,,,,,,,Religious discrimination: Other,Transit,Harassment: Racial profiling,
378,https://jewishjournal.com/news/world/300136/anti-semitic-graffiti-found-at-two-canadian-schools/,Anti-Semitic Graffiti Found at Two Canadian Schools,2019-04-13,Manitoba,Brandon,,Criminal: Unknown,"Female, Male",,Black/African/Caribbean,,,,,,,,,Religious discrimination: Anti-Semitism,Educational institute: Other,Vandalism,
379,https://www.cbc.ca/news/canada/sudbury/laurentian-university-racism-concerns-1.5098230,Laurentian University students found a swastika on a cafeteria table,2019-04-15,Ontario,Sudbury,Laurentian University,Criminal: Unknown,,,"Black/African/Caribbean, Indigenous",,,,Métis,,,,,Religious discrimination: Anti-Semitism,Educational institute: Post-secondary,Vandalism,
380,https://theconversation.com/how-an-nhl-street-party-caused-a-social-media-storm-about-racism-115419,NHL street party caused a social media storm about racism,2019-04-17,Manitoba,Winnipeg,,Non-Criminal,Other/Unknown,,East Asian,,,,,,,,,,Online: Social media,,
381,https://nationalpost.com/pmn/news-pmn/ontarios-cuts-to-legal-aid-for-refugees-racist-xenophobic-and-possibly-unconstitutional,Ontario's cuts to legal aid for refugees,2019-04-17,Ontario,,,Non-Criminal,,,Central Asian,,Afghanistan,,,,,,,,Politics,,
382,https://www.cbc.ca/news/indigenous/fn-children-ottawa-1.5102627,Ottawa fighting First Nations groups over compensation for child welfare discrimination,2019-04-17,Ontario,Ottawa,,Criminal: Charged,Other/Unknown,,Indigenous,,,,First Nations,,,,,,,,
383,https://www.macleans.ca/opinion/the-racial-profiling-of-masai-ujiri/,The racial profiling of Masai Ujiri,2019-04-17,Ontario,Toronto,,Non-Criminal,"Female, Male",,Black/African/Caribbean,Cayman Islands,,,,,,,,"Religious discrimination: Anti-Semitism, Religious discrimination: Islamophobia",,Harassment: Racial profiling,
384,https://www.rappler.com/nation/233265-filipino-migrant-farm-care-workers-join-marches-canada,"Filipino migrant farm workers, care workers join marches in cities across Canada",2019-04-17,Ontario,Toronto,,Non-Criminal,,,Southeast Asian,,,,,,,,Philippines,,,Harassment: Racial profiling,
385,https://www.cbc.ca/news/canada/british-columbia/caribou-draft-plan-west-moberly-chief-racism-jobs-1.5102961,West Moberly First Nations chief denounces 'fear mongering' over caribou protection plan,2019-04-18,British Columbia,West Moberly,,Non-Criminal,,,Indigenous,,,,First Nations,,,,,,,,
386,https://winnipegsun.com/news/crime/very-troubling-police-investigate-robbery-as-possible-hate-crime,Police investigate robbery as possible hate crime,2019-04-19,Manitoba,Winnipeg,,Criminal: Not charged,,,"Central Asian, Middle Eastern",,Afghanistan,,,,,,,Religious discrimination: Anti-Semitism,Protective services: Military,Hate speech: Letter/flyer,
387,http://www.netnewsledger.com/2019/04/20/dryden-area-anti-racism-network-on-senator-beyak/,Dryden Area Anti Racism Network has issued an open letter to Senator Lynn Beyak.,2019-04-20,Ontario,Dryden,,Non-Criminal,,,Latin American,,,,,Ecuador,,,,"Religious discrimination: Anti-Semitism, Religious discrimination: Islamophobia",Politics,,
388,https://www.cbc.ca/news/canada/manitoba/winnipeg-restaurant-hate-crime-1.5105204,Most brazen act of anti-Semitism we've seen': Winnipeg Jewish community reeling after attack at BerMax Caffé,2019-04-20,Manitoba,Winnipeg,,Criminal: Charged,Other/Unknown,,East Asian,,,Taiwan,,,,,,Religious discrimination: Anti-Semitism,,Vandalism,
389,https://globalnews.ca/news/5187505/9-year-old-syrian-refugee-suicide-mental-health/,Death of 9-year-old Syrian girl raises alarm bells among mental health advocates,2019-04-20,Alberta,Calgary,,Non-Criminal,,,Latin American,,,,,,,,,Religious discrimination: Islamophobia,,,
390,http://www.israelnationalnews.com/News/News.aspx/262156,Kosher restaurant in Canada vandalized for fourth time,2019-04-21,Manitoba,Winnipeg,,Criminal: Not charged,Male,,Indigenous,,,,,,,,,Religious discrimination: Anti-Semitism,,Vandalism,
391,https://www.citynews1130.com/2019/04/25/surrey-man-arrested-vaisakhi-parade/,Surrey man suspected of hate crime after 'pressure cooker' post about Vaisakhi parade,2019-04-25,British Columbia,Surrey,,Criminal: Unknown,,,South Asian,,,,,,,India,,Religious discrimination: Anti-Sikhism,Protective services: Military,Hate speech: Other,
392,https://www.cbc.ca/news/canada/manitoba/linda-sarsour-brian-bowman-1.5113672,"protesters gather outside, sold-out crowd greets Linda Sarsour with cheers",2019-04-26,Manitoba,Winnipeg,,Non-Criminal,,,"South Asian, Southeast Asian",,,,,,,India,,Religious discrimination: Anti-Semitism,,,
393,https://www.theglobeandmail.com/canada/article-arrest-video-shines-national-spotlight-on-race-relations-in-sioux/,Arrest video shines national spotlight on race relations in Sioux Lookout,2019-04-26,Ontario,Sioux Lookout,,Criminal: Unknown,,,Indigenous,,,,,,,,,,,,
394,https://www.wric.com/news/its-hurtful-racist-graffiti-spray-painted-at-bryan-park/,Racist graffiti spray-painted at Bryan Park,2019-04-27,British Columbia,Richmond,,Criminal: Not charged,Female,,Black/African/Caribbean,,,,,,,,,Religious discrimination: Anti-Semitism,Sports: Other,Vandalism,
395,https://www.theglobeandmail.com/canada/article-nipissing-university-investigates-following-report-of-student-teacher/,Nipissing University investigates following report of student-teacher connected to far-right chat group,2019-05-01,Ontario,North Bay,Nipissing University,Non-Criminal,,,"Central Asian, Middle Eastern",,Iran,,,,Qatar,,,"Religious discrimination: Anti-Semitism, Religious discrimination: Islamophobia, Xenophobia",Educational institute: Post-secondary,Hate speech: Other,
396,https://nationalpost.com/pmn/news-pmn/ancestry-ad-gets-it-wrong-canada-was-never-slave-free,Ancestry ad gets it wrong: Canada was never slave-free,2019-05-03,,,,Non-Criminal,Female,,Black/African/Caribbean,Togo,,,,,,,,"Religious discrimination: Anti-Semitism, Religious discrimination: Islamophobia",,Hate speech: Rally/protest,
397,https://www.cbc.ca/news/canada/kitchener-waterloo/nour-hadidi-comedian-racist-comments-the-registry-sam-varteniuk-1.5120181,Registry Theatre investigates after Muslim comedian faces Islamophobic heckling,2019-05-03,Ontario,Toronto,,Non-Criminal,,,"South Asian, Southeast Asian",,,,,,,,,Religious discrimination: Islamophobia,Educational institute: K-12,"Harassment: Other, Hate speech: Other",
398,https://globalnews.ca/news/5240573/royal-canadian-legion-soldiers-of-odin-grande-prairie/,Royal Canadian Legion issues directive after Soldiers of Odin event held at Alberta legion,2019-05-04,Alberta,Grande Prairie,,Non-Criminal,"Female, Male",,South Asian,,,,,,,Pakistan,,Anti-2SLGBTQIA+,,Hate speech: Other,
399,https://lailasnews.com/nigerian-in-canada-asks-cries-out-over-alleged-suicidal-level-racism/,Nigerian student accuses University of Saskatchewan in Canada of racism Read more: https://www.legit.ng/1236655-nigerian-student-accuses-university-saskatchewan-canada-racism.html,2019-05-04,Saskatchewan,Saskatoon,University of Saskatchewan,Non-Criminal,,,Black/African/Caribbean,Nigeria,,,,,,,,,Educational institute: Post-secondary,Vandalism,
400,https://www.thepeterboroughexaminer.com/news-story/9340674-peterborough-area-indigenous-women-pressure-feds-to-end-sex-discrimination-in-indian-act/,Peterborough area Indigenous women pressure feds to end sex discrimination in Indian Act,2019-05-06,Ontario,Peterborough,,Non-Criminal,Male,,Indigenous,,,,Inuit,,,,,,Politics,Other,
401,https://www.theglobeandmail.com/politics/article-parents-of-kids-wrongly-flagged-by-no-fly-list-urge-senate-to-pass/,Parents of kids wrongly flagged by no-fly list urge Senate to pass legislative changes quickly,2019-05-06,Ontario,Ottawa,,Non-Criminal,,,"South Asian, Southeast Asian",,,,,,,Pakistan,Vietnam,Religious discrimination: Islamophobia,Politics,,
402,https://www.theguardian.pe.ca/news/canada/montreal-neighbours-rally-around-black-family-targeted-by-racist-graffiti-308654/,Ottawa neighbours rally around black family targeted by racist graffiti,2019-05-06,Ontario,Ottawa,,Criminal: Unknown,,,Black/African/Caribbean,,,,,,,,,Religious discrimination: Anti-Semitism,,Vandalism,
403,https://globalnews.ca/news/5251241/ndp-candidate-addresses-hateful-comments/,Rana Zaman says she has received comments online telling her she’s not wanted.,2019-05-07,Nova Scotia,Dartmouth,,Non-Criminal,,,"Black/African/Caribbean, Indigenous",,,,Métis,,,,,Religious discrimination: Islamophobia,"Online: Other, Politics",Harassment: Racial profiling,
404,https://ca.news.yahoo.com/toronto-school-under-fire-for-mishandling-racist-incident-180836423.html,Toronto school under fire for handling of anti-black racism,2019-05-07,Ontario,Toronto,,Non-Criminal,,,Black/African/Caribbean,Senegal,,,,,,,,,Educational institute: Other,Hate speech: Other,
405,https://www.cbc.ca/news/canada/montreal/bill-21-institutionalize-discrimination-hearings-day-2-1.5127979,"Quebec lawmakers told secularism bill will institutionalize discrimination, stoke Islamophobia",2019-05-08,Quebec,,,Non-Criminal,,,Middle Eastern,,,,,,,,,"Religious discrimination: Anti-Semitism, Religious discrimination: Anti-Sikhism, Religious discrimination: Islamophobia, Sexism",Environmental racism,,
406,https://www.straight.com/news/1238686/i-dont-want-those-african-immigrants-here-black-woman-alleges-racism-burnaby-coffee,“I don’t want those African immigrants here”: Black woman alleges racism at Burnaby coffee company,2019-05-09,British Columbia,Burnaby,,Non-Criminal,,,Black/African/Caribbean,Jamaica,,,,,,,,,,Hate speech: Other,
407,https://www.chch.com/marc-lemire-tells-chch-claims-against-him-are-void-of-any-factual-basis/,city of Hamilton employee who’s the centre of an investigation over his alleged ties to Neo-Nazi,2019-05-10,Ontario,Hamilton,,Criminal: Not charged,,,N/A,,,,,,,,,"Religious discrimination: Islamophobia, Xenophobia",Public space,Hate speech: Other,
408,https://www.cbc.ca/news/canada/north/facebook-rejects-ulu-ads-1.5130252,"Facebook rejects ads for traditional Inuit knives, calling them 'weapons'",2019-05-10,Northwest Territories,Yellowknife,,Non-Criminal,,,Indigenous,,,,Inuit,,,,,,Online: Social media,,
409,https://www.cbc.ca/news/canada/nova-scotia/it-puts-food-on-my-table-truckers-call-for-northern-pulp-extension-1.5129816,Truckers call for Northern Pulp extension ; FN reject the expansion,2019-05-10,Nova Scotia,Truro,,Non-Criminal,,,Indigenous,,,,,,,,,,Environmental racism,Hate speech: Letter/flyer,
410,https://www.cbc.ca/news/canada/toronto/york-school-board-lawsuit-1.5134169,They didn't help me at all': Family files $1M lawsuit against York school board over racist bullying,2019-05-13,Ontario,Toronto,York,Criminal: Unknown,Female,,Black/African/Caribbean,Somalia,,,,,,,,,Educational institute: Other,Hate speech: Other,
411,https://o.canada.com/pmn/news-pmn/canada-news-pmn/mounties-in-saskatchewan-investigating-video-of-nazi-flag-burning/wcm/4347494d-21bc-44c5-b486-42a8b4da1121,Mounties in Saskatchewan investigating video of Nazi flag-burning,2019-05-13,Saskatchewan,,,Criminal: Not charged,,,N/A,,,,,,,,,,,Vandalism,
412,https://www.cbc.ca/news/canada/toronto/kevin-johnston-paramount-2-5-million-mohamad-fakih-1.5134227,"Kevin Johnston ordered to pay $2.5M for 'hateful, Islamophobic' remarks against restaurant chain owner",2019-05-13,Ontario,Mississauga,,Criminal: Not charged,,,Middle Eastern,,,,,,,,,Religious discrimination: Islamophobia,,Hate speech: Other,
413,https://www.cbc.ca/news/politics/goodale-report-public-safety-language-1.5134678,Language matters': Goodale defends changed wording in terror report,2019-05-13,Ontario,Ottawa,,Non-Criminal,,,N/A,,,,,,,,,"Religious discrimination: Anti-Sikhism, Religious discrimination: Islamophobia",Politics,,
414,https://www.cbc.ca/news/canada/edmonton/leaders-react-antisemitic-vandalism-edson-1.5133332,"Community, religious leaders react to anti-Semitic vandalism in Edson, Alta.",2019-05-13,Alberta,Edson,,Criminal: Unknown,,,"Black/African/Caribbean, Indigenous",,,,Métis,,,,,Religious discrimination: Anti-Semitism,,Vandalism,
415,https://www.cbc.ca/news/canada/ottawa/race-was-a-factor-in-u-of-o-carding-incident-report-finds-1.5575998?fbclid=IwAR3-D_KjiF16NAXFGJhShxS7aVRloMvrO4wfLtSrxfhI05rgga5raSQQgCc,Race was a factor in uOttawa carding incident,2019-05-14,Ontario,Ottawa,,Criminal: Charged,,,Black/African/Caribbean,,,,,,,,,,Workplace,,
416,https://www.cbc.ca/news/canada/montreal/woman-niqab-chases-attacker-1.5136373,Montreal police investigate after woman wearing niqab attacked in public,2019-05-15,Quebec,Montreal,,Non-Criminal,"Female, Male",,South Asian,,,,,,,,,Religious discrimination: Islamophobia,Public space,Harassment: Other,
417,https://www.nationalobserver.com/2019/05/16/news/how-canadas-far-right-are-using-gofundme-fund-their-spread-hate,How Canada's far-right are using GoFundMe to fund their spread of hate,2019-05-17,,,,Non-Criminal,,,Middle Eastern,,,,,,,,,Religious discrimination: Other,Online: Other,,
418,https://www.cbc.ca/news/canada/montreal/it-s-not-ok-first-nations-hockey-team-fights-racism-with-unity-1.5140794,It's not OK': First Nations hockey team fights racism with unity,2019-05-17,Quebec,Montreal,,Non-Criminal,Male,,Indigenous,,,,,,,,,,Sports: Hockey,Hate speech: Rally/protest,
419,https://calgaryherald.com/news/canada/ss-nazi-bolts-removed-from-toronto-home/wcm/755357a2-ed50-4c88-9624-c85159d6c3bb,SS Nazi bolts removed from Toronto home,2019-05-21,Ontario,Toronto,,Non-Criminal,,,Latin American,,,,,,,,,Religious discrimination: Anti-Semitism,Protective services: Other,,
420,https://www.cbc.ca/news/canada/calgary/cbe-calgary-bullying-schools-1.5142536,Few details offered on CBE school bullying review as another Calgary mother calls for action,2019-05-21,Alberta,Calgary,,Non-Criminal,,,Black/African/Caribbean,Nigeria,,,,,,,,Religious discrimination: Islamophobia,Educational institute: Other,Harassment: Other,
421,https://globalnews.ca/news/5302433/york-region-high-school-student-assault-racism/,"‘A f-ing n-word’: York Region high school student says she was beaten, called racial slurs",2019-05-22,Quebec,Sutton,,Criminal: Unknown,,,Black/African/Caribbean,,,,,,,,,,Educational institute: K-12,Hate speech: Other,
422,https://www.tricitynews.com/news/racist-comments-over-walmart-pa-upset-customers-in-coquitlam-1.23833302,Racist comments over Walmart PA upset customers in Coquitlam,2019-05-24,British Columbia,Coquitlam,,Non-Criminal,Other/Unknown,,Black/African/Caribbean,,,,,,,,,,,Hate speech: Other,
423,https://www.huffingtonpost.ca/entry/raptors-superfan-nav-bhatia-racist-tweet_ca_5ce99b87e4b00356fc227179,Raptors Superfan Nav Bhatia Targeted With Racist Tweet.,2019-05-25,Ontario,Toronto,,Non-Criminal,Female,,Black/African/Caribbean,Tanzania,,,,,,,,Religious discrimination: Anti-Sikhism,,Hate speech: Other,
424,https://www.huffingtonpost.ca/entry/quebec-city-mosque-alleged-assault_ca_5ceb024ae4b0512156f3d52b,Police Probe Hate-Motivated Incident At Quebec City Mosque,2019-05-26,Quebec,,,Criminal: Unknown,,,N/A,,,,,,,,,"Religious discrimination: Islamophobia, Xenophobia",,Hate speech: Other,
425,https://www.theglobeandmail.com/canada/article-thunder-bay-police-board-in-turmoil-following-removal-of-lawyer-calls/,"Thunder Bay police board in turmoil following removal of lawyer, calls for mayor’s resignation from body",2019-05-28,Ontario,Thunder Bay,,Non-Criminal,Other/Unknown,,East Asian,,,,,,,,,Anti-2SLGBTQIA+,Educational institute: K-12,,
426,https://www.cbc.ca/news/canada/ottawa/ottawa-police-hate-graffiti-1.5152132,Ottawa police investigate 3 hate graffiti incidents,2019-05-28,Ontario,Ottawa,,Criminal: Unknown,,,Black/African/Caribbean,Burkina Faso,,,,,,,,,Protective services: Police,Vandalism,
427,https://globalnews.ca/news/5331439/canadian-historical-association-unb/,professor at the University of New Brunswick accused of being a white nationalist is coming under more criticism.,2019-05-29,New Brunswick,Fredericton,University of New Brunswick,Non-Criminal,,,N/A,,,,,,,,,,Educational institute: Post-secondary,Hate speech: Other,
